Gene.stable.ID	Gene.name	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000109441	Gm44983	1.13463281055852	1.19860021897715	6.15818330905033	8.60944659526825e-05	0.000725216811593946	1.40891344981469
ENSMUSG00000021257	Angel1	0.485153459483335	5.2244494766668	6.15780286971891	8.61392399151848e-05	0.000725216811593946	0.562428207652633
ENSMUSG00000091228	Nme1nme2	0.501492500474583	4.96836392438619	6.15764726891223	8.61575597897265e-05	0.000725216811593946	0.601095949390414
ENSMUSG00000056493	Foxk1	-0.544149042634626	6.10728996369704	-6.16465570793862	8.61762935057817e-05	0.000725216811593946	0.460153035859465
ENSMUSG00000117027	Gm49886	-0.910304329483876	2.18796956335644	-6.1529643549597	8.67108681563797e-05	0.000729307950774804	1.16231847100789
ENSMUSG00000031488	Rab11fip1	-0.915871813102036	1.97502529456572	-6.15238529001792	8.67795516011438e-05	0.000729307950774804	1.21081755266429
ENSMUSG00000120525	Gm56755	0.923004804482642	2.56673333410741	6.15238487482345	8.67796008686738e-05	0.000729307950774804	1.08950045972078
ENSMUSG00000027207	Galk2	0.493580605734599	4.33280272730208	6.14807637789469	8.72924710320735e-05	0.000733288170963986	0.697370206149676
ENSMUSG00000028613	Lrp8	-0.421254986928471	6.5642595794219	-6.14557557200088	8.75916487704595e-05	0.000735470525692248	0.40662239805429
ENSMUSG00000005540	Fcer2a	-1.36026117870064	-0.00781336604899134	-6.14422301015202	8.77539169983866e-05	0.000736501863383313	1.60419722538077
ENSMUSG00000085105	Gm12758	-1.02512449655348	3.81221358557086	-6.5014070195472	8.79493286062699e-05	0.000737810315540649	0.908615801451971
ENSMUSG00000044791	Setd2	-0.349617474012213	7.2090107624839	-6.13816380493752	8.84848114027236e-05	0.00074196918191938	0.365413372547517
ENSMUSG00000107810	Gm18609	0.579584107970351	3.32008381115703	6.13631647186467	8.87089426864495e-05	0.000743514719805547	0.888383089483517
ENSMUSG00000045180	Shroom2	-0.426828239065225	6.34216370201066	-6.13529621777741	8.8832987780909e-05	0.000744220374078373	0.406380268644261
ENSMUSG00000025436	Atp23	0.78258836650653	2.00402821050317	6.13423764761441	8.89618879915281e-05	0.00074496605217659	1.18669570524616
ENSMUSG00000124710		-0.661601683778666	4.15301844528479	-6.13193436904008	8.92430473231878e-05	0.000746985506819009	0.703484376567021
ENSMUSG00000043747	Grep1	-1.63127805622995	-0.311668918381111	-6.13140135808207	8.93082471448202e-05	0.000747196329382783	1.63617978943823
ENSMUSG00000044452	Zfp507	-0.350447792810022	5.91756903717661	-6.13069138213521	8.93951732695637e-05	0.000747588654561501	0.434655485696188
ENSMUSG00000031605	Klhl2	0.369910145361045	5.37451344554402	6.12840195638474	8.96760980711e-05	0.000749602262927359	0.49670426506337
ENSMUSG00000049657	Zbtb5	-0.417357369310007	5.18483341420842	-6.12714703034429	8.98304855645705e-05	0.000750556817643306	0.516639393949653
ENSMUSG00000025404	R3hdm2	-0.438776118354967	7.81093309254709	-6.12629239213311	8.99357906334534e-05	0.000751100605674914	0.331291821625911
ENSMUSG00000029063	Nadk	0.541237154614742	4.99138558256092	6.12495230448688	9.0101177293419e-05	0.000752145455868264	0.550262580540728
ENSMUSG00000091661	Gm17021	-0.761585823042171	3.48299706523065	-6.12427488708154	9.01849046431495e-05	0.000752508002370945	0.83037726426913
ENSMUSG00000026126	Ptpn18	-1.31357802650424	1.60153792126796	-6.11742581069776	9.10361350439884e-05	0.000759245862059035	1.25504369954293
ENSMUSG00000120622	Gm57090	-2.3045033953115	0.448161969138105	-6.38338597231209	9.10737244838941e-05	0.000759245862059035	1.59123288898406
ENSMUSG00000085795	Zfp703	-0.967922550195907	1.73772048095483	-6.11523179808822	9.13106334455086e-05	0.000760881199893542	1.21235918684649
ENSMUSG00000126036		-1.43289911559761	-0.282575473841685	-6.10874378756003	9.21275674513239e-05	0.000767346206327396	1.59689760957306
ENSMUSG00000085184	4933439K11Rik	1.3472124897127	0.276685087342386	6.10784238866508	9.22416848588077e-05	0.000767593225096697	1.51576023781038
ENSMUSG00000019122	Ccl9	1.32207699080185	2.47939107318708	6.3594014348661	9.22513664842637e-05	0.000767593225096697	1.14139433275943
ENSMUSG00000052459	Atp6v1a	0.350038337309964	8.84983314424721	6.10753575529805	9.22805392707553e-05	0.000767593225096697	0.288005495508269
ENSMUSG00000056820	Tsnax	0.333093655011999	7.02635995705415	6.10383522013145	9.27508304803027e-05	0.000771019289078059	0.323582134453604
ENSMUSG00000025156	Gps1	0.334721980677267	6.69072422914947	6.10364558646381	9.27749996014994e-05	0.000771019289078059	0.339753172547301
ENSMUSG00000060176	Kif27	-1.64763687242184	1.13544746019058	-6.15800400088383	9.33683187699002e-05	0.000775604975404411	1.35577786292526
ENSMUSG00000029007	Agtrap	-0.380109355789082	5.70094641015982	-6.09749799178784	9.35621879455151e-05	0.000776869852243019	0.408200988085563
ENSMUSG00000014932	Yes1	0.457285875912917	5.36393975176257	6.09470056185893	9.39227605500437e-05	0.000779517169116229	0.450244074363416
ENSMUSG00000134126		-1.23394223454854	0.492723603010316	-6.09332656073488	9.41004064165038e-05	0.000780644597699597	1.44462328403453
ENSMUSG00000034472	Rasd2	-0.573289407200034	3.99325342648796	-6.09181109872799	9.42967595317441e-05	0.000781926148976816	0.674962464463238
ENSMUSG00000121607	Nlgn4l	0.559996888040699	5.01743992636765	6.09103244401798	9.43978178006756e-05	0.000782416710878746	0.496910067864251
ENSMUSG00000037712	Fermt2	0.433388020517396	5.37768398369628	6.09055863313041	9.4459368481817e-05	0.000782579523970475	0.441889846983814
ENSMUSG00000087368	BC065397	0.581163409580084	3.40571693118314	6.08862713929887	9.471072565359e-05	0.000784314009248399	0.800147132335105
ENSMUSG00000078695	Cisd3	0.561945701397866	3.94387693841007	6.08829256363176	9.47543388226283e-05	0.000784327359562837	0.686992351663391
ENSMUSG00000047921	Trappc9	-0.357139361457248	7.21963099574151	-6.08697299320319	9.49265596063263e-05	0.000785404773632493	0.289909954492854
ENSMUSG00000028309	Rnf20	0.321195644307104	6.92976351317578	6.08336795022244	9.53987758370467e-05	0.000788884145940795	0.29768894669413
ENSMUSG00000089999	Gm6485	2.6547111605323	0.160409614120768	6.40808236935391	9.54315778986963e-05	0.000788884145940795	1.63169636215265
ENSMUSG00000098789	Jmjd7	-0.675230798283366	2.63106645667281	-6.08163859096619	9.56261933479074e-05	0.000790143156893285	0.954296717859391
ENSMUSG00000050860	Phospho1	-1.1463763284199	1.38116054380581	-6.08020756335392	9.58148182975444e-05	0.000791351577571138	1.24506050071482
ENSMUSG00000061079	Zfp143	-0.664428637152324	4.70272897249274	-6.1055527555247	9.59855289995558e-05	0.000792411038257164	0.534156331696069
ENSMUSG00000024847	Aip	0.360381392311146	5.89442537361971	6.07857894677028	9.60299727558162e-05	0.000792427623173713	0.363663228080172
ENSMUSG00000036591	Arhgap21	-0.343459617806057	6.88229331344708	-6.076408293149	9.63175401455599e-05	0.000794449533868456	0.288056596333996
ENSMUSG00000079057	Cyp4v3	-0.659897035033719	3.42686584343145	-6.07330714970866	9.67299802939559e-05	0.000797322934997583	0.766163445352504
ENSMUSG00000132231		-2.12203346898193	-0.237636210826338	-6.07314723402104	9.67512997057151e-05	0.000797322934997583	1.55453098401018
ENSMUSG00000024127	Prepl	0.302588905405335	8.52039121830564	6.07090245241865	9.70510982218233e-05	0.000799440762326567	0.237904265747751
ENSMUSG00000026640	Plxna2	-0.337290623230018	7.66892452291841	-6.0674504051134	9.75140751455841e-05	0.000802900281864479	0.247997911343763
ENSMUSG00000037573	Tob1	0.576465946453068	6.91582832214248	6.21086407960177	9.80175784418837e-05	0.000806566310876343	0.320912696415665
ENSMUSG00000047434	Xxylt1	0.428559679643143	5.04412264726317	6.06350804862244	9.80457066343204e-05	0.000806566310876343	0.449648781285507
ENSMUSG00000026842	Abl1	-0.404725217704881	6.19009051599953	-6.06077562597862	9.84159985464223e-05	0.000809255991570185	0.308375966930182
ENSMUSG00000118347	C330008A17Rik	1.21152845424728	1.19120405440317	6.05960957912714	9.85744745047812e-05	0.000810202348988681	1.27029172982542
ENSMUSG00000015189	Casd1	0.353006148545865	6.52425499809881	6.05928533834521	9.86185902244308e-05	0.000810208338693806	0.284600901952023
ENSMUSG00000027677	Ttc14	0.429780175252457	8.79969542997846	6.05736457668537	9.88803603538865e-05	0.000812001692721405	0.214785661829609
ENSMUSG00000121111	Gm41608	1.91761655047272	1.78080649163031	6.53614870940389	9.89565679762455e-05	0.000812212696194423	1.32128406049876
ENSMUSG00000079450	Cldn34c1	0.544319219502349	4.15922109335344	6.05653942973309	9.89930436188555e-05	0.000812212696194423	0.597451399970575
ENSMUSG00000034786	Gpsm3	-0.956457263078084	3.42720828859867	-6.20437777888475	9.90886389872099e-05	0.000812639984386104	0.795103006557372
ENSMUSG00000040250	Ints13	-0.446834189963726	6.01837652976003	-6.05538504046267	9.91509196051389e-05	0.000812793798378562	0.315058276709562
ENSMUSG00000098188	Sowahc	-0.599521107931047	3.34609104075234	-6.05217612192871	9.95911947428624e-05	0.000816044743584121	0.751939309933075
ENSMUSG00000040165	Cd209c	-0.781235783328119	2.67374279610035	-6.04845449476299	0.000100104439872424	0.000819725421031244	0.897774400908546
ENSMUSG00000020099	Unc5b	0.717601524859774	4.02632671858866	6.04828282584829	0.000100128182787419	0.000819725421031244	0.615395761036971
ENSMUSG00000021057	Akap5	-0.627135079692741	2.92631804834876	-6.0454959347972	0.000100514472798969	0.000822374477127355	0.83485066717596
ENSMUSG00000059659	Gm10069	0.625074967206642	3.51542768975902	6.04530525231021	0.00010054096152038	0.000822374477127355	0.714496999985576
ENSMUSG00000039000	Ube3c	0.346490566367589	6.76248357566098	6.04499643901133	0.000100583876285685	0.000822374477127355	0.249556943086171
ENSMUSG00000081851	Gm13323	1.15073072640603	0.811022926167498	6.04388241909353	0.000100738851099133	0.000823269834190618	1.32214796300244
ENSMUSG00000061410	Zcchc14	-0.444144012743602	6.22754097189234	-6.04357573739917	0.000100781559438779	0.000823269834190618	0.280126613975652
ENSMUSG00000068463	B630019A10Rik	1.83577746890471	-0.548845576874517	6.0395571926605	0.000101342975637711	0.00082732926834278	1.55180212546878
ENSMUSG00000047635	Mtrfr	0.562263417178986	3.81328911927307	6.03938499460822	0.000101367107527486	0.00082732926834278	0.641812924116951
ENSMUSG00000108456	4732496C06Rik	-0.607034744884425	3.23966524211514	-6.03715772971925	0.000101679792424202	0.000829352994410065	0.753044884675434
ENSMUSG00000043067	Dpy19l1	0.393142299894331	5.98541078702159	6.03698641870435	0.000101703885466373	0.000829352994410065	0.294045652512473
ENSMUSG00000113671	Gm2233	-3.24745022596398	-0.247312467405201	-6.51096610120828	0.00010212865976737	0.000832453335877721	1.65600055028116
ENSMUSG00000123415		-0.818898669966013	2.84194182841524	-6.03129212040671	0.00010250821686809	0.000835182566228058	0.835576354737865
ENSMUSG00000049878	Rlf	-0.344897714890594	6.4443661795878	-6.03069371567395	0.000102593137562264	0.000835509921865557	0.245111102224747
ENSMUSG00000043398	Gpr135	0.631645765629417	3.67987258156064	6.02781622752345	0.000103002540752945	0.000838478398439621	0.654392246394744
ENSMUSG00000064120	Mocs1	-0.660322012247918	3.0529975561971	-6.02678122811052	0.000103150225978878	0.000839314736352753	0.779659974180205
ENSMUSG00000034544	Rsrc1	0.371781119748898	5.50508199256885	6.02498042676538	0.000103407725209404	0.000841043493275441	0.327864092526649
ENSMUSG00000117950	Gm50376	0.809535654722976	2.70536324084905	6.02113650169592	0.000103959679872779	0.000845164589440262	0.862219108762387
ENSMUSG00000032353	Tmed3	0.457921269152025	4.36066259957221	6.02041747364323	0.000104063276009843	0.00084563864935066	0.504023179000042
ENSMUSG00000015882	Lcorl	0.541529813887003	6.05321002276209	6.03479047714505	0.000104674025766552	0.00084990336209615	0.265481979231579
ENSMUSG00000056508	1700001K19Rik	-1.65838885905259	0.385975171753293	-6.01615891464051	0.000104679111750088	0.00084990336209615	1.36222001498829
ENSMUSG00000032316	Clk3	0.40972807264434	6.72077174162106	6.01474761176752	0.000104884062260098	0.000851197296238624	0.2075618695385
ENSMUSG00000111447	Gm48249	-0.502014487136174	3.59056959592917	-6.01257733418158	0.00010520007068857	0.000853391016524046	0.640033592643269
ENSMUSG00000142283		-1.6986904701983	-0.251806602560713	-6.0100788588937	0.000105565130239631	0.000855980565390739	1.45745889377443
ENSMUSG00000022255	Mtdh	-0.345229146499562	6.91584131730133	-6.00656063522669	0.000106081490280749	0.000859794162110553	0.183338102879937
ENSMUSG00000032123	Dpagt1	0.615903160557814	3.82185635703626	6.00587067389017	0.000106183070887516	0.00086024410661756	0.591716074415102
ENSMUSG00000014867	Surf4	0.321095177824708	6.48191992950173	5.99731204725167	0.000107451824556271	0.000870145434416217	0.195433967315477
ENSMUSG00000109817	Gm10683	-1.28221114957769	0.135018055970031	-5.98637233422823	0.000109097243466143	0.000883087093405613	1.35440069538574
ENSMUSG00000038369	Ncoa6	-0.382558949804228	7.20806913264651	-5.98509428624034	0.000109291224938012	0.000884273975083381	0.139741795070854
ENSMUSG00000084911	Gm16185	0.541167221491157	4.39984328068136	5.98472355946174	0.000109347562736194	0.000884346637737414	0.445532401338031
ENSMUSG00000121280	Gm57189	0.747689258461009	3.1881097911309	5.98338499853139	0.00010955123721523	0.000885610304656797	0.697614061361605
ENSMUSG00000038060	Dlec1	1.26651512288237	1.43897677863286	5.9818677501632	0.000109782591921738	0.000887096547618581	1.10686861485801
ENSMUSG00000049744	Arhgap15	-0.888278591686418	1.7387356853281	-5.98096376314409	0.000109920683302901	0.000887539542244304	1.01432795255366
ENSMUSG00000034487	Poglut3	0.914902953339632	2.42846085962491	5.98040917720149	0.00011000549286311	0.000887539542244304	0.868758810049652
ENSMUSG00000027286	Lrrc57	-0.614966173611781	4.26734742841327	-5.98029950987026	0.000110022271937447	0.000887539542244304	0.457908271872761
ENSMUSG00000120419	Gm57270	2.20690499356991	0.0933376270521799	6.06112780914082	0.000110027527058775	0.000887539542244304	1.41238887411509
ENSMUSG00000036339	Tmem260	-0.422728737125166	6.02250560785427	-5.9763041537598	0.000110635432723315	0.00089205788889257	0.197554941923718
ENSMUSG00000117775	Gm50462	-0.769747884443046	2.40647968914177	-5.97380428992502	0.000111020942802968	0.000894779924860862	0.847834693327911
ENSMUSG00000079553	Kifc1	-0.722822247527216	2.44193913225791	-5.9727741147796	0.000111180226858542	0.000895003351548647	0.837433033910287
ENSMUSG00000104498	Gm37110	0.419891979148988	4.94711787562557	5.97274147765027	0.000111185277156859	0.000895003351548647	0.330616775469471
ENSMUSG00000032115	Hyou1	0.45368360003131	6.66325938640353	5.97242590430409	0.000111234121927091	0.000895003351548647	0.148323910410426
ENSMUSG00000085900	A930041C12Rik	-1.22798715809776	1.01638401507717	-5.97238550993929	0.000111240375867217	0.000895003351548647	1.16791400680293
ENSMUSG00000024425	Ndfip1	0.407040084593246	8.74343372659871	5.96846808755415	0.000111848671622505	0.000899309917741752	0.0836540801337318
ENSMUSG00000029530	Ccr9	-0.693581754040392	4.31432200876287	-5.98673146773157	0.000111871957744141	0.000899309917741752	0.438620929323472
ENSMUSG00000019856	Fam184a	-0.356301137826109	6.0983454114538	-5.96690979739678	0.000112091631492288	0.000900688092292166	0.17673850097397
ENSMUSG00000046798	Cldn12	0.428064396083665	6.59167833869484	5.96445206848472	0.000112475975878014	0.00090338768754668	0.140618050492074
ENSMUSG00000041685	Fcho2	0.42554893552601	6.64495869315044	5.96054893513623	0.00011308925780615	0.000907922957984542	0.131504267560633
ENSMUSG00000011171	Vipr2	-0.414308973687682	5.64267657132573	-5.95841755219044	0.00011342566285291	0.000910232414316822	0.208980506689173
ENSMUSG00000025558	Dock9	-0.328871256284011	6.76331848354915	-5.95703586303994	0.000113644312836419	0.000911595316970481	0.117127513531004
ENSMUSG00000026895	Ndufa8	0.457517215657112	4.99277057139509	5.95638990077735	0.00011374669002646	0.000912024770096227	0.299664283420682
ENSMUSG00000109958	Gm32786	-0.925061437691455	1.17729418501664	-5.95561919110561	0.000113868967358793	0.000912613346119353	1.10309826051282
ENSMUSG00000016493	Cd46	0.56652516223738	4.07955039569054	5.9550299632293	0.000113962546519154	0.000912971511668248	0.46350675761483
ENSMUSG00000097413	A830052D11Rik	-0.732424744609544	2.18083449254362	-5.95114318666928	0.000114581897492608	0.000917539602820313	0.865261314148496
ENSMUSG00000031026	Trim66	-0.54599458284319	4.14507087007472	-5.95072833570417	0.000114648215769557	0.000917677145855425	0.436779980376972
ENSMUSG00000021545	1700067P10Rik	1.49035232049172	0.357140447517542	5.94960871789184	0.000114827403591665	0.000918717624109149	1.27744141732948
ENSMUSG00000111267	Gm18292	-1.76697597306588	-0.427503627120791	-5.94835793983803	0.000115027937386502	0.000919927924092304	1.39522791875534
ENSMUSG00000020538	Srebf1	-0.771296817011508	6.28326162061896	-6.47757343456417	0.00011513592134749	0.000920397343854038	0.310245190480932
ENSMUSG00000074158	Zfp976	0.828106679385758	2.24275278056455	5.94630205731906	0.000115358366321176	0.000921537695886645	0.858356339505051
ENSMUSG00000125407		-1.78583461241961	0.566195916102555	-5.97236429763412	0.000115496122718896	0.000921537695886645	1.23956269913043
ENSMUSG00000058761	Rnf169	-0.478326651416271	5.50848771770619	-5.94538722515783	0.000115505728009597	0.000921537695886645	0.20548032894451
ENSMUSG00000057329	Bcl2	-0.646866382099445	3.45024857749617	-5.94517696387827	0.000115539625487426	0.000921537695886645	0.571850004713796
ENSMUSG00000062397	Zfp706	0.325596122001965	7.25018252908097	5.94499462332944	0.000115569030318843	0.000921537695886645	0.0798075555033648
ENSMUSG00000055725	Paqr3	0.516082672372965	3.9921377590068	5.94495969158102	0.000115574664440748	0.000921537695886645	0.464805084876797
ENSMUSG00000113831	Gm49602	-0.794483118222458	5.25401686875194	-6.35896629772946	0.00011597697013598	0.000924350806794409	0.376918559234744
ENSMUSG00000016179	Camk1g	-0.513282213931102	4.10512823998577	-5.93789634906416	0.000116719969854509	0.000929700016161773	0.425013538327795
ENSMUSG00000051527	Usp29	0.421827718001232	5.63256250929416	5.9377262563747	0.000116747699362716	0.000929700016161773	0.183832242953269
ENSMUSG00000090077	Lime1	0.643576192905496	4.73868145503204	5.95410343373139	0.0001170447746674	0.000931668423759178	0.321011024412897
ENSMUSG00000022894	Adamts5	0.35718416610594	5.51293868375779	5.93452507618378	0.000117270891836778	0.000933070572714102	0.192297644835119
ENSMUSG00000026679	Enkur	-1.21381419875512	0.193245498589285	-5.93192525637137	0.000117697646256029	0.000936067225802849	1.26467085131175
ENSMUSG00000024077	Strn	-0.37192462948496	6.1447557142222	-5.93018276200139	0.000117984602882611	0.00093794996774367	0.118229765675792
ENSMUSG00000037594	Clba1	-0.442988681607205	4.39476244183981	-5.92857752305925	0.00011824961881114	0.000939656758161371	0.35593010011077
ENSMUSG00000037386	Rims2	-0.392714323193639	8.1149162459359	-5.92247510982884	0.000119262922631851	0.000947305749564948	0.0235647631962372
ENSMUSG00000103599	Gm37356	1.62435849202522	0.180250202426271	5.91886977919047	0.000119865950673631	0.000951293748188223	1.26815977823347
ENSMUSG00000041733	Coq5	0.457707932868717	4.66207861438869	5.91886421490231	0.000119866883875275	0.000951293748188223	0.298816291921154
ENSMUSG00000028945	Rheb	0.36365735306754	5.87355837217295	5.91633269925298	0.000120292258702593	0.00095424801499387	0.125191656055646
ENSMUSG00000120254	Gm32960	2.22282054640427	-0.730455380153296	5.91604125469892	0.00012034133422462	0.00095424801499387	1.40924282201926
ENSMUSG00000071662	Polr2g	0.378257637162554	5.28389990015453	5.9149300588112	0.000120528642027936	0.000955327615122956	0.193518013491726
ENSMUSG00000026393	Nek7	0.407367727238039	5.87353875964805	5.91012960942896	0.000121341418597867	0.000961361752607796	0.11644376054249
ENSMUSG00000073700	Klhl21	-0.593596325477277	4.40266005427055	-5.90769092441322	0.000121756563677144	0.000964241760011445	0.324518748928329
ENSMUSG00000019737	Syne4	0.666319783968181	2.98437762849608	5.90616545449592	0.000122017021829163	0.000965894813750654	0.625374442272317
ENSMUSG00000025903	Lypla1	0.383387120582781	6.55347283502862	5.90239591718549	0.000122663191666034	0.000970598492021832	0.0499914409768376
ENSMUSG00000020640	Itsn2	-0.399567532547782	7.05382766949865	-5.90185187166941	0.0001227567533186	0.000970927408501283	0.0215048005478842
ENSMUSG00000020732	Rab37	-0.873881252928323	2.02582151541423	-5.90090639436728	0.0001229195325048	0.000971803281115424	0.829818187627055
ENSMUSG00000032485	Scap	0.553898427595003	7.0913742929642	6.03512803373205	0.000123486851333059	0.000975875354123382	0.0645302256712839
ENSMUSG00000020527	Myo19	0.672487867745263	4.14057751410704	5.89532217332399	0.000123885669206804	0.000978312586075553	0.364664789327845
ENSMUSG00000000378	Ccm2	0.443477441101857	4.53712931270227	5.89523948793059	0.000123900035668238	0.000978312586075553	0.285271861015755
ENSMUSG00000105021	Gm8234	0.785812887196876	2.14016838509853	5.89277639189667	0.000124328813414964	0.000981283288973392	0.801801437286061
ENSMUSG00000029286	Enam	1.20885316798433	0.921773871889556	5.89230413887526	0.000124411204851047	0.000981518732314514	1.0810885923532
ENSMUSG00000027416	Otor	0.91032745788194	2.27178713404531	5.88776798733429	0.00012520558501908	0.000987368705509416	0.768063051680876
ENSMUSG00000128630		2.38470701191831	-0.998996539452105	5.8847649369734	0.000125734470042533	0.000991120934391839	1.39733093275685
ENSMUSG00000038482	Tfdp1	0.46136793218469	6.14938323565308	5.88424636013537	0.000125826041468894	0.000991305682556486	0.0530290164289351
ENSMUSG00000004535	Tax1bp1	0.459931483738519	8.78114154848023	5.88403108051542	0.000125864076970195	0.000991305682556486	-0.0427756610950798
ENSMUSG00000120401	Gm56705	1.07958724433859	1.4656186085243	5.88304663790015	0.00012603816464297	0.000992258299554311	0.948909605585689
ENSMUSG00000095990	Zfp97	-0.628113127055243	3.74092488705785	-5.87976523637216	0.000126620306865074	0.000996421243320015	0.412578551750529
ENSMUSG00000060600	Eno3	0.457558343019961	4.75492344449282	5.87934327415446	0.0001266953742403	0.000996592004449602	0.223729063479816
ENSMUSG00000131652		-1.17975570172893	1.2533580851659	-5.87880805303884	0.000126790658961634	0.00099692158545244	0.97937194401506
ENSMUSG00000126970	1700041A01Rik	1.88092621911965	-0.781018275084109	5.87645932525161	0.000127209707325953	0.000999795485944801	1.3505503497564
ENSMUSG00000063714	Sp3os	-0.974114499630956	2.15916122978575	-5.87570268702604	0.000127345018335816	0.00100043789331217	0.763527429229566
ENSMUSG00000030987	Stim1	-0.348550149682588	5.89940871402366	-5.873406433976	0.000127756605124109	0.00100324930365333	0.0550686027351919
ENSMUSG00000024206	Rfx2	-0.775724258194195	2.67085969940247	-5.872099146336	0.000127991562582691	0.00100467189561546	0.63745172544977
ENSMUSG00000120690	Gm56654	-0.936017019246506	2.68174602043743	-5.86803338014559	0.000128725257960595	0.0010100064988051	0.632347046333392
ENSMUSG00000066687	Zbtb16	1.21232563529709	2.90798162718363	6.18094139556844	0.000129388661089266	0.00101413426492935	0.705345001767907
ENSMUSG00000027799	Nbea	-0.334625469663415	8.51621892706406	-5.86402221623945	0.000129453510874331	0.00101413426492935	-0.0702190397340505
ENSMUSG00000022335	Zfat	0.546346787701983	3.60017114425364	5.86382863827933	0.00012948876751766	0.00101413426492935	0.425179216199082
ENSMUSG00000139820		1.64470102205667	1.84487337621725	6.18775301105677	0.00012949377684598	0.00101413426492935	0.966306285614085
ENSMUSG00000113425	Gm48653	-0.584435419397196	3.15881597502539	-5.86364140758111	0.000129522877897424	0.00101413426492935	0.513231200736234
ENSMUSG00000138224		-0.924697537159855	1.88838109443097	-5.86328064600082	0.000129588629881931	0.00101422383672053	0.806730799917974
ENSMUSG00000046230	Vps13a	0.433370894276547	5.47986920173016	5.85534708505316	0.000131043655319641	0.00102481069612316	0.0791580541404446
ENSMUSG00000126150		-1.31601843617957	0.303706477126101	-5.85530682226751	0.000131051083985333	0.00102481069612316	1.13579236832811
ENSMUSG00000027323	Rad51	-0.757788692206445	2.15815947060376	-5.85312095401977	0.000131455063423757	0.00102753949534334	0.725383974725131
ENSMUSG00000107838	Gm45769	0.78590928382965	2.61556915921909	5.85190603834755	0.000131680172843811	0.00102886842999386	0.631311641723029
ENSMUSG00000047617	Paxx	-0.4222516187714	4.7755042778429	-5.84844192862903	0.000132324298242525	0.0010334688186453	0.168079812310626
ENSMUSG00000035270	Impg2	0.439204918736655	9.30665752263493	5.84788631011086	0.000132427924626376	0.00103384576273952	-0.101734861687266
ENSMUSG00000021037	Ahsa1	0.352718022891156	5.71167452112886	5.84520421384796	0.000132929374963238	0.0010373268483341	0.0353938838106433
ENSMUSG00000036432	Siah2	0.497112455792711	3.91396788869912	5.83856664439998	0.000134179102234006	0.00104664183588882	0.32113298797052
ENSMUSG00000046201	Scaf8	-0.356499868912551	6.53604148413111	-5.83790258246152	0.000134304822155513	0.00104718507262298	-0.0483615289861081
ENSMUSG00000038028	Tigar	-0.350379820959659	5.58329889848244	-5.83632175496423	0.000134604610975016	0.00104887610245824	0.0328273431042767
ENSMUSG00000056749	Nfil3	-0.699283429242272	3.5074061276262	-5.83616678749528	0.000134634037570548	0.00104887610245824	0.397681204418298
ENSMUSG00000053399	Adamts18	-0.552423358910653	3.49910595588374	-5.83515300819955	0.000134826712780999	0.00104970886427904	0.396080061413244
ENSMUSG00000120111	Gm10690	-1.32733193870578	0.000625383711966743	-5.83501294555733	0.000134853355756957	0.00104970886427904	1.15792586096975
ENSMUSG00000139558		-1.24057948554617	0.502384603401432	-5.82988525283298	0.000135832642110703	0.00105685730469272	1.06071522245485
ENSMUSG00000048701	Ccdc6	-0.390238644336648	5.47350592011114	-5.82961280009231	0.000135884887467453	0.00105685730469272	0.0359133934521729
ENSMUSG00000035842	Ddx11	0.873757161401695	3.12628281087932	5.82825166913915	0.000136146219120198	0.00105844899910515	0.483281292300591
ENSMUSG00000021248	Tmed10	0.326935867061503	7.16118905067673	5.82705193335887	0.000136377009265906	0.00105979491966682	-0.0936723957658891
ENSMUSG00000034681	Rnps1	0.332419392403917	6.8071029726084	5.8267619930458	0.000136432847107156	0.00105979491966682	-0.0784333557740595
ENSMUSG00000085704	4921531C22Rik	-0.855489684667678	2.85290247405597	-5.82405152895342	0.000136956023145374	0.00106341653896745	0.526470450997284
ENSMUSG00000045314	Sowahb	0.828217930711246	1.7028416472999	5.8199044533722	0.000137760652185559	0.00106921962548343	0.794668692117007
ENSMUSG00000038022	Mindy4	-0.600813530714948	3.42626356986781	-5.81901200312792	0.000137934468426784	0.00107012391499865	0.388020528941135
ENSMUSG00000137850		-1.18938067250517	0.282193182305844	-5.81837978663662	0.000138057742689161	0.00107063550123646	1.08310695534152
ENSMUSG00000115261	Gm35769	1.17941072265931	0.707424091834096	5.81707730104552	0.000138312082552844	0.00107216265238348	1.01154241243075
ENSMUSG00000037720	Tmem33	0.34577195550375	6.71396046005455	5.81640007135343	0.000138444524979315	0.00107274400807623	-0.088981230222041
ENSMUSG00000028779	Pef1	0.371341020809464	5.50995720663677	5.81600835618165	0.000138521192662327	0.00107289288750572	0.0152334042087698
ENSMUSG00000020859	Spag9	0.323593594592372	8.59711942574542	5.80974092194001	0.000139754068439679	0.00108199314844219	-0.152567151045744
ENSMUSG00000030122	Ptms	0.40963212932412	8.23712874525283	5.80835206760897	0.000140028856963972	0.00108367131162255	-0.149288897725098
ENSMUSG00000020814	Mxra7	0.319285390036057	6.3304683737111	5.8051305285662	0.000140668473877345	0.00108817029046625	-0.0816284265288711
ENSMUSG00000036840	Siah1a	-0.392242707848613	5.06073135484854	-5.80001560009842	0.000141690438107894	0.00109562204605665	0.0487108199639064
